texts;labels
"Протокол № 01
заседания комиссии по защите концепции выпускной квалификационной работы (на английском языке)

ФГАОУ ВО НИУ ВШЭ
Факультет социально-экономических и компьютерных наук
Образовательная программа: Программная инженерия
Код, наименование направления подготовки: 09.03.04 Программная инженерия

№ 01 от 15 марта 2026 г.

ФИО студента: Смирнов Иван Дмитриевич
группа ПИ-41
4 курс
№ зач. книжки 2104501
модуль 3

Присутствовали члены комиссии:
Волков П.Н.
Соколов А.А.
Морозов Д.В.
Никитина И.С.

Тема выпускной квалификационной работы (на английском языке):
Design and Implementation of a Real‑Time Chat Application with End‑to‑End Encryption

Руководитель ВКР: доцент Волков П.Н.

В комиссию представлен текст концепции ВКР (на английском языке) на 14 листах.

Форма проведения защиты:
☑ устная защита
☑ рассмотрение текста концепции
☐ другая форма

После сообщения о выполненной работе студенту заданы следующие вопросы:
Question 1: What encryption protocols (Signal Protocol, TLS, etc.) do you plan to use?
Question 2: How will you handle key exchange and storage on the client side?
Question 3: What message delivery guarantees (at‑most‑once, exactly‑once) will you implement?

Характеристика ответов студента:
Студент уверенно описал архитектуру приложения, обосновал выбор Signal Protocol для end‑to‑end шифрования, ответил на вопросы о распределённых ключах. Английский язык – хороший.

Выводы комиссии:
Концепция одобрена. Рекомендовано добавить в план нагрузочное тестирование и раздел о защите от MITM‑атак.

Оценка:
по 5-балльной шкале: Отлично
по 10-балльной шкале: 9

Председатель комиссии __________________ /Волков П.Н./
Менеджер образовательной программы __________________ /Карнаухова Е.А./";8.2.2.1.1-08
"Протокол № 02
заседания комиссии по защите концепции выпускной квалификационной работы (на английском языке)

ФГАОУ ВО НИУ ВШЭ
Факультет социально-экономических и компьютерных наук
Образовательная программа: Программная инженерия
Код, наименование направления подготовки: 09.03.04 Программная инженерия

№ 02 от 16 марта 2026 г.

ФИО студента: Кузнецова Анна Павловна
группа ПИ-43
4 курс
№ зач. книжки 2104512
модуль 3

Присутствовали члены комиссии:
Волков П.Н.
Соколов А.А.
Морозов Д.В.
Никитина И.С.

Тема выпускной квалификационной работы (на английском языке):
Development of a Cross‑Platform Mobile App for Habit Tracking Using Flutter and BLoC Pattern

Руководитель ВКР: доцент Волков П.Н.

В комиссию представлен текст концепции ВКР (на английском языке) на 12 листах.

Форма проведения защиты:
☑ устная защита
☑ рассмотрение текста концепции
☐ другая форма

После сообщения о выполненной работе студенту заданы следующие вопросы:
Question 1: How will you ensure data consistency between local SQLite and remote Firebase?
Question 2: What offline‑first strategies are you planning to implement?
Question 3: How will you handle push notifications on both iOS and Android?

Характеристика ответов студента:
Студентка показала глубокое понимание мобильной разработки, предложила конкретные решения по синхронизации и работе в офлайн-режиме. Английский язык – выше среднего.

Выводы комиссии:
Концепция принята. Рекомендовано добавить сценарии тестирования при разрыве соединения.

Оценка:
по 5-балльной шкале: Хорошо
по 10-балльной шкале: 8

Председатель комиссии __________________ /Волков П.Н./
Менеджер образовательной программы __________________ /Карнаухова Е.А./";8.2.2.1.1-08
"Федеральное государственное автономное образовательное учреждение высшего образования
Национальный исследовательский университет «Высшая школа экономики»
Факультет социально-экономических и компьютерных наук
Образовательная программа: Программная инженерия
Код направления подготовки: 09.03.04 Программная инженерия

Протокол заседания комиссии по защите концепции выпускной квалификационной работы (на английском языке)

№ 05 от 20 марта 2026 г.

Ф.И.О. студента: Петрова Мария Андреевна
группа ПИ-42
4 курс
№ зачетной книжки 2104621
модуль 3

Присутствовали члены комиссии:

Волков П.Н.
Соколов А.А.
Морозов Д.В.
Никитина И.С.

Тема выпускной квалификационной работы (на английском языке):

Development of an Intelligent Document Classification System for University Administrative Processes

Руководитель ВКР: доцент Волков П.Н.

В комиссию представлен текст концепции ВКР на английском языке объемом 15 листов.

Форма проведения защиты:

☑ устная защита
☑ рассмотрение текста концепции
☐ иная форма

После выступления студентке были заданы вопросы:

Which machine learning algorithms are planned for benchmarking?
How will labeled data be collected and validated?
What performance indicators are expected?

Характеристика ответов студентки:

Обучающаяся уверенно представила материалы исследования, продемонстрировала владение профессиональной терминологией на английском языке и понимание этапов разработки интеллектуальной системы.

Выводы комиссии:

Концепция работы соответствует требованиям образовательной программы. Рекомендуется расширить раздел по подготовке датасета и уточнить критерии оценки качества модели.

Оценка: (9)

по 5-балльной шкале — Отлично
по 10-балльной шкале — 9

Председатель комиссии __________ /Волков П.Н./
Менеджер образовательной программы __________ /Карнаухова Е.А./";8.2.2.1.1-08
"НИУ ВШЭ – Пермь
Факультет социально-экономических и компьютерных наук
ОП: Программная инженерия
09.03.04 Программная инженерия

ПРОТОКОЛ
заседания комиссии по защите концепции ВКР (English)

№ 06 от 21.03.2026

Студентка: Петрова Мария Андреевна
гр. ПИ-42, курс 4
зачетная книжка № 2104621

Присутствовали:

Волков П.Н.
Соколов А.А.
Морозов Д.В.
Никитина И.С.

Тема:

Development of an Intelligent Document Classification System for University Administrative Processes

Supervisor: Волков П.Н.

В комиссию передан текст концепции (15 стр.).

Форма защиты:
☑ oral presentation
☑ review of written concept
☐ remote review

Вопросы комиссии:

— What neural models are planned for comparison?
— How will class imbalance be handled?
— What metrics will be used: F1-score, accuracy or recall?

Ответы признаны полными, логичными и аргументированными. Отмечен высокий уровень английского языка и хорошая подготовка по тематике машинного обучения.

Решение комиссии:

Концепция одобрена к дальнейшей разработке. Следует подробнее описать риски внедрения и процедуру тестирования модели.

Итоговая оценка: 8

5-балльная шкала: Хорошо
10-балльная шкала: 8

Председатель __________
Менеджер ОП __________";8.2.2.1.1-08
"Федеральное государственное автономное образовательное учреждение высшего образования
Национальный исследовательский университет «Высшая школа экономики»

Факультет социально-экономических и компьютерных наук
Образовательная программа: Программная инженерия

Протокол заседания комиссии по защите концепции выпускной квалификационной работы (на английском языке)

№ 07 от «22» марта 2026 г.

ФИО обучающейся: Петрова Мария Андреевна
группа ПИ-42
4 курс

Присутствовали:

Волков П.Н.
Соколов А.А.
Морозов Д.В.
Никитина И.С.

Тема работы:

Development of an Intelligent Document Classification System for University Administrative Processes

Научный руководитель: доцент Волков П.Н.

В комиссию представлен текст концепции на английском языке, 15 листов.

Форма проведения: очная защита с презентацией материалов.

После сообщения заданы вопросы:

Which libraries and frameworks are planned for implementation?
How will dataset quality be controlled?
What business effect is expected from automation?

Характеристика ответов:

Студентка показала уверенное владение темой, корректно использовала техническую терминологию, аргументированно отвечала на вопросы комиссии.

Заключение комиссии:

Тема является актуальной для цифровизации административных процессов университета. Концепция одобрена. Рекомендовано дополнить раздел ограничений проекта.

Оценка: 10

5-балльная шкала: Отлично
10-балльная шкала: 10

Председатель комиссии __________ /Волков П.Н./
Менеджер образовательной программы __________ /Карнаухова Е.А./";8.2.2.1.1-08
"Федеральное государственное автономное образовательное учреждение высшего образования
Национальный исследовательский университет «Высшая школа экономики»
Факультет социально-экономических и компьютерных наук
ОП: Программная инженерия
Код направления: 09.03.04

ПРОТОКОЛ ЗАСЕДАНИЯ КОМИССИИ

по защите концепции выпускной квалификационной работы (EN)

№ 04 от «19» марта 2026 г.
г. Пермь

СТУДЕНТ:

Петрова Мария Андреевна
группа ПИ-42
курс: 4
№ зачётной книжки: 2104621
модуль: 3

(примечание: часть данных внесена вручную в протокол)

КОМИССИЯ:

Волков П.Н.
Соколов А.А.
Морозов Д.В.
Никитина И.С.

(+ наблюдатель кафедры — без подписи в итоговом решении)

ТЕМА ВКР (EN):

Development of an Intelligent Document Classification System for University Administrative Processes
(working title v1.0)

Руководитель: Волков П.Н.

МАТЕРИАЛЫ:
текст концепции ВКР (англ. язык, 15 страниц)
приложение A (черновая схема архитектуры)
ФОРМА ЗАЩИТЫ:

☑ устная защита
☑ обсуждение текста
☐ иная форма (не применялась)

ВОПРОСЫ К СТУДЕНТУ:

Q1: Which machine learning models are planned for comparison?
Q2: How will the training dataset be constructed?
Q3: What metrics will be used for evaluation?
Q4: (доп.) What preprocessing steps are expected?

ХАРАКТЕРИСТИКА:

Студентка уверенно представила концепцию исследования, продемонстрировала понимание методов ML и задач классификации документов.

ВЫВОДЫ:

Концепция соответствует требованиям ОП.
Рекомендуется:

расширить описание датасета
уточнить раздел evaluation metrics
ОЦЕНКА:

9 / 10
(по 5-балльной шкале: «отлично»)

Председатель комиссии __________ /Волков П.Н./
Менеджер ОП __________ /Карнаухова Е.А./";8.2.2.1.1-08
"НИУ ВШЭ – Пермь
Факультет СЭКН
Программная инженерия (09.03.04)

ПРОТОКОЛ № 04 (CONCEPT DEFENSE)

19 марта 2026 г.
г. Пермь / ауд. 2-317

СТУДЕНТ:

Петрова М.А.
ПИ-42, 4 курс
зачётная книжка № 2104621

КОМИССИЯ:
Волков П.Н. (руководитель ОП)
Соколов А.А.
Морозов Д.В.
Никитина И.С.

(явка: 4/4, заседание правомочно)

ТЕМА:

Development of an Intelligent Document Classification System for University Administrative Processes

Руководитель: Волков П.Н.

ПРЕДСТАВЛЕНО:

15 страниц концепции (EN)

презентация (9 слайдов, draft)
ФОРМА ПРОВЕДЕНИЯ:

✔ устная защита
✔ рассмотрение текста
✖ online-формат не использовался

ВОПРОСЫ:
Which ML models will be compared?
How is dataset constructed?
Which evaluation metrics are used?
ОТВЕТЫ:

Ответы структурированы, корректны, продемонстрировано понимание задач классификации и ML pipeline.

ЗАКЛЮЧЕНИЕ:

Концепция одобрена.
Рекомендуется уточнить:

pipeline формирования датасета
набор метрик качества
ОЦЕНКА:

9 (excellent / 9/10)

Председатель __________ /Волков П.Н./
Менеджер ОП __________ /Карнаухова Е.А./";8.2.2.1.1-08
"ФГАОУ ВО «НИУ ВШЭ»
Пермский кампус
Факультет СЭКН
ОП 09.03.04 Программная инженерия

ПРОТОКОЛ ЗАСЕДАНИЯ КОМИССИИ № 04

(защита концепции ВКР, английский язык)

«19» марта 2026 г.

СТУДЕНТ:

Петрова Мария Андреевна
группа ПИ-42
курс 4
№ 2104621

КОМИССИЯ:

Волков П.Н.
Соколов А.А.
Морозов Д.В.
Никитина И.С.

ТЕМА ВКР:

Development of an Intelligent Document Classification System for University Administrative Processes
(extended ML-based approach)

ДОКУМЕНТЫ:

Концепция ВКР (EN), 15 страниц, версия draft-final (без финальной редакции)

ПРОЦЕДУРА:

☑ устное представление
☑ обсуждение концепции
☐ демонстрация ПО (не предусмотрена)

ВОПРОСЫ КОМИССИИ:

Q1: Which ML models are planned for comparison?
Q2: How will training dataset be constructed?
Q3: What metrics will be used for evaluation?

ОТМЕЧЕНО:

Студентка демонстрирует уверенное владение английским языком и понимание современных подходов ML.
Ответы полные, логически структурированные.

РЕШЕНИЕ:

Концепцию считать соответствующей требованиям ОП.
Рекомендовать уточнение:

методики формирования датасета
перечня метрик оценки
ОЦЕНКА:

9 / 10
(«отлично»)

Председатель __________ /Волков П.Н./
Менеджер ОП __________ /Карнаухова Е.А./";8.2.2.1.1-08
"ПРОТОКОЛ ЗАСЕДАНИЯ КОМИССИИ № 05

(защита концепции ВКР, английский язык)

ФГАОУ ВО «НИУ ВШЭ»
Пермский кампус
Факультет СЭКН
ОП 09.03.04 Программная инженерия

«20» марта 2026 г.

1. ДАННЫЕ СТУДЕНТА

Петрова Мария Андреевна
группа: ПИ-42 (в ведомости также встречается обозначение ПИ42-В — техническое расхождение)
курс: 4
зачётная книжка: 2104621

2. СОСТАВ КОМИССИИ

Волков П.Н. (председатель)
Соколов А.А.
Морозов Д.В.
Никитина И.С.

(явка 100%, один член подключался через LMS без фиксации задержек)

3. ТЕМА ВКР

Development of an Intelligent Document Classification System for University Administrative Processes
(ML-based extended pipeline / revised scope)

4. ПРЕДСТАВЛЕННЫЕ МАТЕРИАЛЫ
Концепция ВКР (EN), 15 стр.
версия: draft-final + annotated corrections (2 файла в пакете)

⚠ замечание: различается формат заголовков в двух версиях документа

5. ПРОЦЕДУРА ЗАЩИТЫ

☑ устное представление
☑ обсуждение концепции
☐ демонстрация программного прототипа (не предусмотрено)

6. ВОПРОСЫ

Q1: Which ML algorithms are included in comparison?
Q2: What is the labeling strategy for dataset creation?
Q3: Which evaluation metrics are prioritized?

7. ЗАМЕЧАНИЯ КОМИССИИ

Студент демонстрирует уверенное понимание ML-подходов.
Отмечены:

корректная постановка задачи
логичное изложение архитектуры
частичная упрощённость терминологии
8. РЕШЕНИЕ

Концепцию ВКР считать соответствующей требованиям ОП.
Рекомендовать уточнить:

pipeline формирования датасета
набор метрик оценки качества
9. ОЦЕНКА

9 / 10 («отлично»)

Председатель __________ /Волков П.Н./
Менеджер ОП __________ /Карнаухова Е.А./";8.2.2.1.1-08
"ПРОТОКОЛ № 06

НИУ ВШЭ – Пермь
ОП 09.03.04 Программная инженерия

«20» марта 2026 г.

СОСТАВ:

Председатель: Волков П.Н.
Члены: Соколов А.А., Морозов Д.В., Никитина И.С.

(в протокол включена приписка о «полной явке», хотя в журнале присутствий отмечена краткая задержка одного участника — не критично)

СТУДЕНТ:

Петрова Мария Андреевна
группа ПИ-42
№ зачётки 2104621

ТЕМА:

Development of an Intelligent Document Classification System for University Administrative Processes
(extended ML approach + internal dataset model)

ДОКУМЕНТЫ:
концепция ВКР (EN), 15 страниц
версия: draft-final (без финальной вёрстки)
файл appendix_notes.docx (служебные пометки)

⚠ в приложении обнаружены повторяющиеся заголовки разделов

ФОРМАТ:

✔ устное выступление
✔ обсуждение
✖ демонстрация отсутствует

ВОПРОСЫ:
ML model selection rationale
dataset construction approach
evaluation metrics definition
ОТМЕЧЕНО:

Работа соответствует уровню бакалавриата.
Сильные стороны:

структурированная концепция
понимание ML-задачи
корректная постановка проблемы
РЕШЕНИЕ:

Концепцию одобрить.
Рекомендовать уточнение:

датасет (источники + разметка)
метрики качества
ОЦЕНКА:

9 / 10

Председатель __________ /Волков П.Н./
Секретарь __________ /Крылова Е.М./";8.2.2.1.1-08
"ПРОТОКОЛ № 07

ФГАОУ ВО «НИУ ВШЭ» – Пермь
Факультет СЭКН
ОП 09.03.04 Программная инженерия

«21» марта 2026 г.

КОМИССИЯ:

Волков П.Н. (председатель)
Соколов А.А.
Морозов Д.В.
Никитина И.С.

(в ведомости присутствует отметка: «без замечаний по явке», несмотря на технические разночтения LMS)

СТУДЕНТ:

Петрова Мария Андреевна
ПИ-42 / курс 4 / 2104621

ТЕМА:

Development of an Intelligent Document Classification System for University Administrative Processes
(ML pipeline extended version)

ДОКУМЕНТЫ:

Концепция ВКР (English), 15 pages
status: draft-final (not signed-off version)

⚠ визуально: в файле наблюдается различие в форматировании списков (bullets inconsistent)

ПРОЦЕДУРА:
устная защита ✔
обсуждение ✔
демонстрация ✖ (не предусмотрена регламентом)
ВОПРОСЫ:

Q1 — ML models comparison strategy
Q2 — dataset construction methodology
Q3 — evaluation metrics selection

ЗАМЕЧАНИЯ:

Комиссия отмечает:

уверенное владение темой
логичность структуры ответа
необходимость уточнения технических деталей датасета
РЕШЕНИЕ:

Концепцию считать соответствующей ОП.
Рекомендовать доработку:

data labeling strategy
evaluation metrics expansion
ОЦЕНКА:

9 / 10 («отлично»)

Председатель __________ /Волков П.Н./
Менеджер ОП __________ /Карнаухова Е.А./";8.2.2.1.1-08
Протокол заседания комиссии по защите концепции ВКР на английском языке №04. Программная инженерия. Рассмотрена концепция работы Development of an Intelligent Document Classification System for University Administrative Processes. Студентка представила материалы на английском языке и ответила на вопросы комиссии. Концепция одобрена. Оценка 9 баллов.;8.2.2.1.1-08
Комиссия по защите концепции ВКР (англ. язык) №04 Программная инженерия. Рассмотрена тема Intelligent Document Classification System for University Administrative Processes. Студентка уверенно ответила на вопросы о моделях машинного обучения и метриках оценки. Работа одобрена, выставлено 9 баллов.;8.2.2.1.1-08
Протокол комиссии №04 концепция ВКР на английском языке. Направление Программная инженерия. Рассмотрен проект интеллектуальной системы классификации документов университета. Комиссия отметила высокий уровень владения английским языком. Оценка отлично.;8.2.2.1.1-08
Заседание комиссии по концепции ВКР №04 Программная инженерия. Рассмотрена концепция Intelligent Document Classification System. Студентка раскрыла цели проекта и ответила на вопросы комиссии. Концепция соответствует требованиям. Оценка 9.;8.2.2.1.1-08
Протокол №04 защиты концепции ВКР на английском языке Программная инженерия. Рассмотрен текст концепции по разработке интеллектуальной системы классификации документов. Комиссия рекомендовала дополнить анализ рисков и описание датасета. Выставлено 9 баллов.;8.2.2.1.1-08
Комиссия концепции ВКР англ. Программная инженерия №04. Студентка представила тему Development of an Intelligent Document Classification System for University Administrative Processes. Ответы признаны полными и аргументированными. Оценка отлично.;8.2.2.1.1-08
Протокол заседания комиссии №04. Программная инженерия. Рассмотрена концепция ВКР на английском языке по системе классификации документов университета. Комиссия отметила практическую значимость темы. Оценка 9 баллов.;8.2.2.1.1-08
Защита концепции ВКР на английском языке №04 Программная инженерия. Рассмотрена работа по разработке системы классификации административных документов. Студентка корректно ответила на вопросы по датасету и метрикам. Концепция одобрена.;8.2.2.1.1-08
Протокол комиссии по защите концепции ВКР №04. Программная инженерия. Тема посвящена Intelligent Document Classification System for University Administrative Processes. Комиссия признала тему актуальной и практически значимой. Оценка 9.;8.2.2.1.1-08
Комиссия №04 по концепции ВКР англ. язык. Направление Программная инженерия. Рассмотрен проект ML-системы классификации документов. Уровень подготовки студентки оценен положительно. Выставлено отлично.;8.2.2.1.1-08
Протокол №04 концепция ВКР Программная инженерия. Рассмотрена англоязычная концепция по document classification system для административных процессов. Комиссия рекомендовала расширить описание методики формирования датасета. Оценка 9 баллов.;8.2.2.1.1-08
Заседание комиссии №04 Программная инженерия. Рассмотрена концепция выпускной работы на английском языке. Тема связана с интеллектуальной классификацией документов. Концепция соответствует требованиям программы.;8.2.2.1.1-08
Протокол защиты концепции ВКР №04 Программная инженерия. Рассмотрена работа по ML-системе классификации документов университета. Комиссия отметила владение английским языком и понимание современных алгоритмов. Оценка отлично.;8.2.2.1.1-08
Комиссия концепции ВКР №04 англ. язык Программная инженерия. Рассмотрен текст концепции на 15 листах. Студентка ответила на вопросы о планируемых моделях машинного обучения. Работа одобрена.;8.2.2.1.1-08
Протокол заседания комиссии №04 Программная инженерия. Рассмотрена концепция Development of an Intelligent Document Classification System. Комиссия признала тему актуальной и выставила 9 баллов.;8.2.2.1.1-08
Защита концепции ВКР №04 на английском языке. Программная инженерия. Рассмотрена работа по созданию интеллектуальной системы обработки документов. Ответы студентки оценены положительно. Концепция допущена к дальнейшей разработке.;8.2.2.1.1-08
Протокол комиссии №04 Программная инженерия. Рассмотрена концепция ВКР на английском языке по классификации документов университета. Комиссия отметила высокий уровень подготовки. Оценка 9.;8.2.2.1.1-08
Комиссия по концепции ВКР №04. Направление Программная инженерия. Рассмотрена тема Development of an Intelligent Document Classification System for University Administrative Processes. Работа признана соответствующей требованиям.;8.2.2.1.1-08
Протокол заседания №04 концепция ВКР англ. Программная инженерия. Рассмотрен проект интеллектуальной системы классификации документов. Рекомендовано дополнить раздел рисков и уточнить датасет. Оценка отлично.;8.2.2.1.1-08
Комиссия №04 Программная инженерия. Рассмотрена англоязычная концепция выпускной работы по ML-системе классификации административных документов. Комиссия положительно оценила ответы студентки. Выставлено 9 баллов.;8.2.2.1.1-08
"ОТЧЕТ ПРЕДСЕДАТЕЛЯ ГОСУДАРСТВЕННОЙ ЭКЗАМЕНАЦИОННОЙ КОМИССИИ

о результатах государственной итоговой аттестации

Факультет социально-экономических и компьютерных наук
НИУ ВШЭ – Пермь

по образовательной программе высшего образования
38.03.05 Бизнес-информатика

за 2025–2026 учебный год

1. Перечень государственных аттестационных испытаний

В состав государственной итоговой аттестации выпускников по образовательной программе 38.03.05 Бизнес-информатика вошли:

подготовка и защита выпускной квалификационной работы.
2. Председатель Государственной экзаменационной комиссии

Председателем ГЭК утвержден
д.э.н., профессор Сидоров Андрей Павлович.

3. Состав государственной экзаменационной комиссии

Утвержден приказом директора НИУ ВШЭ – Пермь от 14.01.2026 № 12/1.

Председатель ГЭК:
Сидоров А.П., д.э.н., профессор.

Члены ГЭК:

Иванова Е.В., к.э.н., доцент
Петров Д.С., к.т.н., доцент
Кузнецова М.А., директор по аналитике ООО «БизнесСофт»
Орлов Н.Н., старший преподаватель
4. Секретарь ГЭК

Секретарем ГЭК назначена
Карнаухова Е.А., специалист по учебно-методической работе.

5. Апелляционная комиссия

Утверждена приказом директора от 20.01.2026 № 17/2.

Председатель АК: Береснева Т.А.

Члены комиссии:

Волков П.П.
Смирнова И.С.
Лебедев А.Н.
6. Качественный состав ГЭК

В состав комиссии входили представители академического сообщества и работодателей.
Доля лиц с учеными степенями и званиями — 80%.

7. Сроки проведения ГИА

Государственная итоговая аттестация проводилась с 15 июня по 30 июня 2026 года согласно утвержденному графику.

8. Темы ВКР

Темы выпускных квалификационных работ утверждены приказом директора от 12.02.2026 № 44/3.

9. Характеристика уровня подготовленности обучающихся

Выпускники продемонстрировали сформированные компетенции в области бизнес-анализа, управления ИТ-проектами, моделирования бизнес-процессов, разработки цифровых решений для организаций.

Большинство студентов показали высокий уровень владения аналитическими инструментами, навыками работы с данными и современными информационными системами.

10. Результаты защиты ВКР

Допущено к защите: 28 человек.

«Отлично» — 11 чел. (39%)
«Хорошо» — 13 чел. (46%)
«Удовлетворительно» — 4 чел. (15%)
«Неудовлетворительно» — 0 чел.
11. Количество дипломов с отличием

5 человек.

12. Количество ВКР, выполненных:
по темам, предложенным обучающимися — 9
по заявкам организаций — 12
в исследовательской тематике — 7
13. Количество ВКР, рекомендованных:
к публикации — 6
к внедрению — 8
продолжить исследование в магистратуре — 5
14. Лучшие выпускные квалификационные работы
Иванов А.С.
Тема: Разработка BI-платформы для мониторинга образовательных метрик
Петрова М.В.
Тема: Оптимизация процессов документооборота университета средствами Process Mining
Смирнов Д.К.
Тема: Аналитическая система прогнозирования академической успеваемости
15. Положительные стороны защищенных ВКР

Тематика работ актуальна и ориентирована на цифровую трансформацию организаций. Во многих работах представлены прикладные программные решения и аналитические модели.

16. Замечания и предложения

Рекомендуется расширить использование реальных корпоративных кейсов, увеличить число проектов с индустриальными партнерами, усилить разделы оценки экономической эффективности решений.

17. Апелляции

Апелляции не поступали.

Председатель ГЭК _____________ /Сидоров А.П./
30.06.2026";8.2.2.1.1-09
"ОТЧЕТ ПРЕДСЕДАТЕЛЯ ГОСУДАРСТВЕННОЙ ЭКЗАМЕНАЦИОННОЙ КОМИССИИ

о результатах государственной итоговой аттестации

Факультет социально-экономических и компьютерных наук
НИУ ВШЭ – Пермь

по образовательной программе высшего образования
38.03.05 Бизнес-информатика

за 2025–2026 учебный год

1. Перечень государственных аттестационных испытаний

В состав государственной итоговой аттестации выпускников по образовательной программе 38.03.05 Бизнес-информатика вошли:
подготовка и защита выпускной квалификационной работы.

2. Председатель Государственной экзаменационной комиссии

Председателем ГЭК утвержден
д.э.н., профессор Козлов Михаил Юрьевич.

3. Состав государственной экзаменационной комиссии

Утвержден приказом директора НИУ ВШЭ – Пермь от 15.01.2026 № 13/1.

Председатель ГЭК:
Козлов М.Ю., д.э.н., профессор.

Члены ГЭК:

Алексеева О.И., к.э.н., доцент
Романов Д.А., к.т.н., доцент
Сергеева Л.П., директор по развитию ООО «Цифровые решения»
Тихонов А.В., старший преподаватель

4. Секретарь ГЭК

Секретарем ГЭК назначена
Смирнова Т.А., специалист учебного офиса.

5. Апелляционная комиссия

Утверждена приказом директора от 22.01.2026 № 18/3.

Председатель АК: Морозова Н.Е.

Члены комиссии:

Гришин И.А.
Павлова С.Ю.
Степанов В.К.

6. Качественный состав ГЭК

В состав комиссии входили представители академического сообщества и работодателей.
Доля лиц с учеными степенями и званиями — 75%.

7. Сроки проведения ГИА

Государственная итоговая аттестация проводилась с 14 июня по 28 июня 2026 года согласно утвержденному графику.

8. Темы ВКР

Темы выпускных квалификационных работ утверждены приказом директора от 10.02.2026 № 42/5.

9. Характеристика уровня подготовленности обучающихся

Выпускники продемонстрировали сформированные компетенции в области системного анализа, проектного управления, цифровой трансформации бизнес-процессов. Большинство работ имели практическую направленность. Студенты показали уверенное владение инструментами бизнес-аналитики (Power BI, Tableau), языками Python и SQL.

10. Результаты защиты ВКР

Допущено к защите: 32 человека.

«Отлично» — 14 чел. (44%)
«Хорошо» — 12 чел. (37%)
«Удовлетворительно» — 6 чел. (19%)
«Неудовлетворительно» — 0 чел.

11. Количество дипломов с отличием

7 человек.

12. Количество ВКР, выполненных:
по темам, предложенным обучающимися — 11
по заявкам организаций — 14
в исследовательской тематике — 7

13. Количество ВКР, рекомендованных:
к публикации — 8
к внедрению — 10
продолжить исследование в магистратуре — 6

14. Лучшие выпускные квалификационные работы
Смирнова А.А.
Тема: Разработка системы мониторинга KPI для логистической компании
Кузнецов П.И.
Тема: Автоматизация расчёта себестоимости продукции в 1С:ERP
Михайлова Е.С.
Тема: Анализ эффективности внедрения CRM в розничной сети

15. Положительные стороны защищенных ВКР

Высокий уровень владения инструментами бизнес-аналитики, активное использование реальных данных предприятий-партнёров. Многие работы содержат готовые программные прототипы.

16. Замечания и предложения

Отмечена необходимость усиления экономического обоснования проектов. Рекомендовано увеличить долю работ по заявкам работодателей до 50%.

17. Апелляции

Апелляции не поступали.

Председатель ГЭК _____________ /Козлов М.Ю./
28.06.2026";8.2.2.1.1-09
